Inicio GRADUACAO,Fim GRADUACAO,Inicio MESTRADO,Fim MESTRADO,Inicio DOUTORADO,Fim DOUTORADO,Inicio POS-DOUTORADO,Fim POS-DOUTORADO,Pesquisador,Departamento,Nome de Citação,Titulo do artigo,Ano de Publicação,País de publicação,DOI,Titulo do periódico/revista,ISSN,Volume,Fascículo,Série,Página inicial,Página final,Local de publicação,Autores,Inicio,Data
1993.0,1997.0,1998.0,2000.0,2001,2006,2006.0,2007.0,12,Fisiologia,"HELENE, AF",TRAINING OF DIRECT OPHTHALMOSCOPY USING MODELS,2017,,10.1111/tct.12641,THE CLINICAL TEACHER (PRINT),17434971,14,,,1,4,,"MARTINS, THIAGO GS ;COSTA, ANA LUIZA FA ;HELENE, OTAVIANO ;MARTINS, RICARDO V ;HELENE, ANDRE F ;SCHOR, PAULO",,
1993.0,1997.0,1998.0,2000.0,2001,2006,2006.0,2007.0,12,Fisiologia,"HELENE, AF",SEASONAL VARIATION IN FATIGUE INDICATORS IN BRAZILIAN CIVIL AVIATION CREW ROSTERS,2020,,10.5327/Z1679443520200467,REVISTA BRASILEIRA DE MEDICINA DO TRABALHO,16794435,18,,1,2,10,,"RODRIGUES, TULIO EDUARDO ;STEFENON, EDUARDO ;Helene, André Frazão ;FISCHER, FRIDA MARINA ;BASTOS, EDUARDO MORTEO ;BAIA, LUCIANO ;BOCCES, RAUL ;GONÇALVES, FABIANO PAES ;LICATI, PAULO ROGÉRIO ;MENQUINI, ALFREDO ;SPYER, PAULO",,
1993.0,1997.0,1998.0,2000.0,2001,2006,2006.0,2007.0,12,Fisiologia,"HELENE, AF",GOALKEEPER GAME: A NEW ASSESSMENT TOOL FOR PREDICTION OF GAIT PERFORMANCE UNDER COMPLEX CONDITION IN PEOPLE WITH PARKINSON'S DISEASE,2020,,10.3389/fnagi.2020.00050,Frontiers in Aging Neuroscience,16634365,12,,,1,9,,"STERN, RAFAEL B. ;D'ALENCAR, MATHEUS SILVA ;USCAPI, YANINA L. ;GUBITOSO, MARCO D. ;ROQUE, ANTONIO C. ;HELENE, ANDRÉ F. ;PIEMONTE, MARIA ELISA PIMENTEL",,
1993.0,1997.0,1998.0,2000.0,2001,2006,2006.0,2007.0,12,Fisiologia,"HELENE, AF",DIVISION OF LABOR IN WORK SHIFTS BY LEAF-CUTTING ANTS,2021,,10.1038/s41598-021-88005-0,Scientific Reports,20452322,11,,1,8737,8737,,"CONSTANTINO, P. B. ;HELENE, AF",,
1993.0,1997.0,1998.0,2000.0,2001,2006,2006.0,2007.0,12,Fisiologia,"HELENE, AF",A HISTORIA DAS FORMIGAS E AS FORMIGAS NA HISTORIA: ETOLOGIA E CULTURA,2020,,,KHRONOS: REVISTA DE HISTÓRIA DA CIÊNCIA,24472158,10,,,112,,,"Carmo, VD ;HELENE, A.F.",,
1993.0,1997.0,1998.0,2000.0,2001,2006,2006.0,2007.0,12,Fisiologia,"HELENE, AF",INTEGRATIVE RESPONSES OF LEAF-CUTTING ANTS TO TEMPERATURE RISES,2020,,10.1101/2020.08.04.236844; t,https://doi.org/10.1101/2020.08.04.236844; t,3624331,1,,1,19,,,"LIMA, C. S. ;HELENE, A.F. ;CAMACHO, A.",,
1993.0,1997.0,1998.0,2000.0,2001,2006,2006.0,2007.0,12,Fisiologia,"HELENE, AF",IS THERE TRANSFER OF IMPLICIT KNOWLEDGE FOR PERFORMANCE OF NOVEL TASKS? EVALUATION IN A READING TASK INVOLVING ROTATED NON-WORDS.,2004,Portugal,,Fens Forum Abstracts,,2,,A043.10,,,,"HELENE, AF;Helene, André Frazão;HELENE, A.F.;HELENE, ANDRÉ;HELENE, ANDRÉ F.;HELENE, ANDRE F",,
1993.0,1997.0,1998.0,2000.0,2001,2006,2006.0,2007.0,12,Fisiologia,"HELENE, AF",ALGUNS ASPECTOS DA OPTICA DO OLHO HUMANO,2011,,,Revista Brasileira de Ensino de Física (São Paulo),18061117,,,,,,,"HELENE, O. ;HELENE, AF",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",A GENE WHICH CAUSES SEVERE OCULAR ALTERATIONS AND OCCIPITAL ENCEPHALOCELE (KNOBLOCH SYNDROME) IS MAPPED TO 21Q22.3,1996,,10.1093/hmg/5.6.843,Human Molecular Genetics,14602083,5,6,6,843,847,EUA,"Sertie, AL ;QUIMBY, M ;MOREIRA, e S ;ZATZ, M ;ANTONARAKIS, S e ;BUENO, M R Passos",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",A PFEIFFER MUTATION IN AN APERT PATIENT: HOW WIDE IS THE SPECTRUM OF VARIABILITY DUE TO MUTATIONS IN THE FGFR2 GENE,1997,,10.1002/(sici)1096-8628(19970808)71:2<243::aid-ajmg27>3.0.co;2-d,"American Journal of Medical Genetics (Print) (Cessou em 2002. Foi desdobrado em três: ISSN 1552-4825, 1552-4841 e 1552-4868)",1487299,71,2,2,243,245,EUA,"BUENO, M R Passos ;Sertie, AL ;ZATZ, M ;COSTA, A Richieri",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL","DESCRIPTION OF A NEW MUTATION AND CHARACTERIZATION OFFGFR1, FGFR2, ANDFGFR3 MUTATIONS AMONG BRAZILIAN PATIENTS WITH SYNDROMIC CRANIOSYNOSTOSES",1998,,10.1002/(SICI)1096-8628(19980707)78:3<237::AID-AJMG5>3.3.CO;2-5,"American Journal of Medical Genetics (Print) (Cessou em 2002. Foi desdobrado em três: ISSN 1552-4825, 1552-4841 e 1552-4868)",1487299,78,3,3,237,241,,"BUENO, M R Passos ;Sertie, AL ;COSTA, A Richieri ;ALONSO, L G ;BRUNONI, D ;RIBEIRO, S F",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",PRESENCE OF THE APERT CANONICAL S252W FGFR2 MUTATION IN A PATIENT WITHOUT SEVERE SYNDACTYLY,1998,,10.1136/jmg.35.8.677,Jounal of Medical Genetics,14686244,35,8,8,677,679,EUA,"BUENO, M R Passos ;COSTA, A Richieri ;Sertie, AL ;KENEPPERS, A",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL","A NEW THREE ALLELE POLYMORPHISM AT DISTAL 21Q22.3, A REGION RELATIVELY DEVOID OF POLYMORPHIC MARKERS",1999,,10.1002/(SICI)1098-1004(1999)13:2<170::AID-HUMU11>3.0.CO;2-A,Human Mutation,10597794,13,2,2,170,170,EUA,"Sertie, AL ;BRAKE, C ;BUENO, M R Passos",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",LINKAGE ANALYSIS IN A LARGE BRAZILIAN FAMILY WITH VAN DER WOUDE SYNDROME SUGGESTS THE EXISTENCE OF A SUSCEPTIBILITY LOCUS FOR CLEFT PALATE AT 17P11.2-11.2.,1999,,10.1086/302491,American Journal of Human Genetics,29297,65,2,2,433,440,EUA,"Sertie, AL ;SOUSA, A V ;STEMAN, S ;PAVANELLO, R C ;BUENO, M R Passos",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",CLINICAL SPECTRUM OF FIBROBLAST GROWTH FACTOR RECEPTOR MUTATIONS,1999,,10.1002/(sici)1098-1004(1999)14:2<115::aid-humu3>3.0.co;2-2,Human Mutation,10597794,14,2,2,115,125,EUA,"BUENO, M R Passos ;WILCOX, W R ;JABS, e W ;Sertie, AL ;ALONSO, L G ;KITOH, H",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL","COLLAGEN XVIII , CONTAINING AN ENDOGENOUS INHIBITOR OF ANGIOGENESIS AND TUMOR GROWTH , PLAYS A CRITICAL ROLE IN THE MAINTENENCE OF RETINAL STRUCTURE AND IN NEURAL TUBE CLOSURE ( KNOBLOCH SYNDROME)",2000,,10.1093/hmg/9.13.2051,Human Molecular Genetics,14602083,9,13,13,2051,2058,EUA,"Sertie, AL ;SOSSI, V ;CAMARGO, A M ;ZATZ, M ;BRAKE, C ;BUENO, M R Passos",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL","MOLECULAR ANALYSIS OF COLLAGEN XVIII REVEALS NOVEL MUTATIONS, PRESENCE OF A THIRD ISOFORM, AND POSSIBLE GENETIC HETEROGENEITY IN KNOBLOCH SYNDROME",2002,,10.1086/344695,American Journal of Human Genetics,29297,71,6,6,1320,1329,EUA,"SUZUKI, O ;MONTERIO, M ;OLSEN, B R ;BUENO, M R Passos ;Sertie, AL ;KALOUSTIAN, V M ;KOK, F ;CARPENTER, M ;MURRAY, J ;CZEIZEL, A e ;KLIEMANN, S e ;ROSEMBERG, S",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",THE SEVENTH FORM OF AUTOSOMAL RECESSIVE LIMB-GIRDLE MUSCULAR DYSTROPHY IS MAPEED TO 17Q11-12.,1997,,10.1086/513889,American Journal of Human Genetics,29297,61,1,1,151,159,EUA,"MOREIRA, e S ;VAINZOF, M ;MARIE, S K ;Sertie, AL ;ZATZ, M ;BUENO, M R Passos",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL","CRANIOSYNOSTOSIS ASSOCIATED WITH OCULAR AND DISTAL LIMB DEFECTS ISERY LIKELY CAUSED BY MUTATIONS IN A GENE DIFFERENT FROM FGFR,TWIST, AND MSX2",2002,,10.1002/ajmg.10752,"American Journal of Medical Genetics (Print) (Cessou em 2002. Foi desdobrado em três: ISSN 1552-4825, 1552-4841 e 1552-4868)",1487299,113,2,2,200,206,EUA,"BUENO, M R Passos ;ARMELIN, L M ;ALONSO, L G ;NEUSTEIN, I ;Sertie, AL ;ABE, K ;PAVANELLO, R C ;ELKIS, L C ;KOIFFMANN, C P",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",CROUZON SYNDROME: ASSOCIATION WITH ABSENT PULMONARY VALVE SYNDROME AND SEVERE TRACHEOBRONCHOMALACIA,2002,,10.1002/ppul.10176,Pediatric Pulmonology,87556863,34,6,6,478,481,EUA,"BECK, R ;Sertie, AL ;SHINAWI, M",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",FINE MAPPING AND CLINICAL REEVALUATION OF A BRAZILIAN PEDIGREE WITH A SEVERE FORM OF X-LINKED MENTAL RETARDATION ASSOCIATED WITH OTHER NEUROLOGICAL DYSFUNCTION,2004,,10.1002/ajmg.a.30009,"American Journal of Medical Genetics (Print) (Cessou em 2002. Foi desdobrado em três: ISSN 1552-4825, 1552-4841 e 1552-4868)",1487299,127A,3,3,321,323,EUA,"ZORICK, T S ;KLEIMANN, S ;Sertie, AL ;ZATZ, M ;ROSENBERG, S ;BUENO, M R Passos",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",HOW PATHOGENIC IS THE P.D104N/ENDOSTATIN POLYMORPHIC ALLELE OFCOL18A1 IN KNOBLOCH SYNDROME?,2005,,10.1002/humu.20139,Human Mutation,10597794,25,3,3,314,315,EUA,"SUZUKI, O T ;BAGATINI, K ;Sertie, AL ;BUENO, M R Passos",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",COLLYBISTIN AND GEPHYRIN ARE NOVEL COMPONENTS OF THE EUKARYOTIC TRANSLATION INITIATION FACTOR 3 COMPLEX,2010,,10.1186/1756-0500-3-242,BMC Research Notes,17560500,3,,1,242,,,"Sertie, AL ;Alencastro, G. ;PAULA, V. J. ;Passos-Bueno , MR",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",EFFECTS OF ANTIPSYCHOTICS WITH DIFFERENT WEIGHT GAIN LIABILITIES ON HUMAN IN VITRO MODELS OF ADIPOSE TISSUE DIFFERENTIATION AND METABOLISM,2011,,10.1016/j.pnpbp.2011.07.017,Progress in Neuro-Psychopharmacology & Biological Psychiatry,2785846,35,,8,1884,1890,,"Sertie, AL ;Suzuki, AM ;Sertie, RAL ;Andreotti, S ;Lima, FB ;Passos-Bueno , MR ;Gattaz, WF",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",NETO1 IS A NOVEL CUB-DOMAIN NMDA RECEPTOR-INTERACTING PROTEIN REQUIRED FOR SYNAPTIC PLASTICITY AND LEARNING,2009,,10.1371/journal.pbio.1000041,PLoS Biology (Cessou em 2006. Cont. ISSN 1545-7885 PLoS Biology (Online)),15449173,7,,2,e41,,,"NG, David ;MCKERLIE, Colin ;CORTEZ, MIGUEL ;RODER, John C. ;SALTER, MICHAEL W. ;MCINNES, RODERICK R. ;PITCHER, Graham M. ;SZILARD, RACHEL K. ;SERTIÉ, ANDRÉA ;KANISEK, Marijana ;CLAPCOTE, Steven J. ;LIPINA, Tatiana ;KALIA, LORRAINE V. ;JOO, DAISY",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",COL18A1 IS HIGHLY EXPRESSED DURING HUMAN ADIPOCYTE DIFFERENTIATION AND THE SNP C.1136C  T IN ITS 'FRIZZLED' MOTIF IS ASSOCIATED WITH OBESITY IN DIABETES TYPE 2 PATIENTS,2008,,10.1590/s0001-37652008000100012,Anais da Academia Brasileira de Ciências (Impresso),13765,80,,1,167,177,,"ERRERA, FLAVIA I.V. ;PASSOS-BUENO, MARIA RITA ;CANANI, LUÍS H. ;YEH, ERIKA ;KAGUE, ÉRIKA ;ARMELIN-CORRÊA, LUCIA M. ;SUZUKI, OSCAR T. ;TSCHIEDEL, BALDUÍNO ;SILVA, MARIA ELIZABETH R. ;SERTIÉ, ANDRÉA L.",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",NEW SMS MUTATION LEADS TO A STRIKING REDUCTION IN SPERMINE SYNTHASE PROTEIN FUNCTION AND A SEVERE FORM OF SNYDER?ROBINSON X-LINKED RECESSIVE MENTAL RETARDATION SYNDROME,2008,,10.1136/jmg.2007.056713,Jounal of Medical Genetics,14686244,45,,8,539,543,,"DE ALENCASTRO, G ;SERTIE, A L ;MCCLOSKEY, D E ;KLIEMANN, S e ;MARANDUBA, C M C ;PEGG, A E ;WANG, X ;BERTOLA, D R ;SCHWARTZ, C E ;PASSOS-BUENO, M R",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",APERT P.SER252TRP MUTATION IN FGFR2 ALTERS OSTEOGENIC POTENCIAL AND GENE EXPRESSION OF CRANIAL PERIOSTEAL CELLS.,2007,,10.2119/2007-00027.fanganiello,"Molecular Medicine (Cambridge, Mass. Print)",15283658,13,,2023-08-07 00:00:00,1,,,"FANGANIELLO, Roberto ;SERTIE, ANDREA",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",DECREASED CELLULAR UPTAKE AND METABOLISM IN ALLAN-HERNDON-DUDLEY SYNDROME (AHDS) DUE TO A NOVEL MUTATION IN THE MCT8 THYROID HORMONE TRANSPORTER,2005,,10.1136/jmg.2005.035840,Jounal of Medical Genetics,14686244,43,,5,457,460,,"MARANDUBA, C M C ;FRIESEMA, E. C. H. ;KOK, F. ;KESTER, M. H. A. ;JANSEN, J. ;SERTIÉ, A. L. ;PASSOS-BUENO, M. R. ;VISSER, T. J.",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",MUTATIONS IN COLLAGEN 18A1 AND THEIR RELEVANCE TO THE HUMAN PHENOTYPE.,2006,,10.1080/13816810701850041,Anais da Academia Brasileira de Ciências (Impresso),13765,78,,,16532212,123,,"Passos-Bueno , MR ;Suzuki, OT ;ARMELIN-CORRÊA, L.M. ;Sertie, AL ;Errera, FI ;BAGATINI, K ;Kok, F",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL","A POLYMORPHISM IN ENDOSTATIN, AN ANGIOGENESIS INHIBITOR, PREDISPOSES FOR THE DEVELOPMENTO OF PROSTATIC ADENOCARCINOMA",2001,,10.1002/ijc.24423,Cancer Research,15387445,61,,,11606364,7375,,"IUGHETTI, P ;LORETO, C Di ;Moreira-Filho, CA ;SIMPSON, A ;Oliveira, G ;Passos-Bueno , MR ;Suzuki, OT ;GODOI, P H ;ALVES, V A Ferreira ;SERTIE, A L ;ZORICK, T ;SOARES, F ;CAMARGO, A ;Moreira, ES",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",ACUTE GROWTH HORMONE ADMINISTRATION INCREASES MYOGLOBIN EXPRESSION AND GLUT4 TRANSLOCATION IN RAT CARDIAC MUSCLE CELLS,2014,,10.1016/j.metabol.2014.08.012,"Metabolism, Clinical and Experimental (Print)",260495,1,,1,1,1,,"SERTIÉ, ROGÉRIO ANTÔNIO LAURATO ;SERTIÉ, ANDRÉA LAURATO ;GIANNOCCO, GISELE ;POYARES, LEONICE LOURENÇO ;NUNES, MARIA TEREZA",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",ALTERED MTORC1 SIGNALING IN MULTIPOTENT STEM CELLS FROM NEARLY 25% OF PATIENTS WITH NONSYNDROMIC AUTISM SPECTRUM DISORDERS,2015,,10.1038/mp.2014.175,Molecular Psychiatry,13594184,20,,5,551,552,,"SUZUKI, A M ;GRIESI-OLIVEIRA, K ;DE OLIVEIRA FREITAS MACHADO, C ;Vadasz, E ;ZACHI, E C ;PASSOS-BUENO, M R ;SERTIE, A L",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",HIGH AND LOW EXPRESSIONS DETERMINE LIFESPAN OF MESENCHYMAL STEM CELLS,2015,,10.1155/2015/369828,Stem Cells International,1687966X,2015,,,1,11,,"PICCINATO, CARLA A. ;SERTIE, ANDREA L. ;TORRES, NATÁLIA ;FERRETTI, MARIO ;ANTONIOLI, ELIANE",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",COLLYBISTIN BINDS AND INHIBITS MTORC1 SIGNALING: A POTENTIAL NOVEL MECHANISM CONTRIBUTING TO INTELLECTUAL DISABILITY AND AUTISM,2015,,10.1038/ejhg.2015.69,European Journal of Human Genetics,14765438,24,,1,59,65,,"MACHADO, CAMILA OLIVEIRA FREITAS ;GRIESI-OLIVEIRA, KARINA ;ROSENBERG, CARLA ;KOK, Fernando ;MARTINS, STEPHANIE ;RITA PASSOS-BUENO, MARIA ;SERTIE, ANDREA LAURATO",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",DYSFUNCTIONAL MTORC1 SIGNALING: A CONVERGENT MECHANISM BETWEEN SYNDROMIC AND NONSYNDROMIC FORMS OF AUTISM SPECTRUM DISORDER?,2017,,10.3390/ijms18030659,International Journal of Molecular Sciences (Online),14220067,18,,3,659,,,"MAGDALON, JULIANA ;SÁNCHEZ-SÁNCHEZ, SANDRA ;GRIESI-OLIVEIRA, KARINA ;SERTIÉ, ANDRÉA",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",AUTISM SPECTRUM DISORDERS: AN UPDATED GUIDE FOR GENETIC COUNSELING,2017,,10.1590/s1679-45082017rb4020,EINSTEIN (SÃO PAULO),16794508,15,,2,233,238,,"GRIESI-OLIVEIRA, KARINA ;SERTIÉ, ANDRÉA LAURATO",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",RARE RELN VARIANTS AFFECT REELIN-DAB1 SIGNAL TRANSDUCTION IN AUTISM SPECTRUM DISORDER,2018,,10.1002/humu.23584,HUMAN MUTATION,10597794,1,,1,1,12,,"SÁNCHEZ-SÁNCHEZ, SANDRA M. ;MAGDALON, JULIANA ;GRIESI-OLIVEIRA, KARINA ;YAMAMOTO, GUILHERME ;SANTACRUZ-PEREZ, CAROLINA ;FOGO, MARIANA ;PASSOS-BUENO, MARIA RITA ;SERTIÉ, ANDREA L.",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",ACTIN CYTOSKELETON DYNAMICS IN STEM CELLS FROM AUTISTIC INDIVIDUALS,2018,,10.1038/s41598-018-29309-6,Scientific Reports,20452322,8,,1,1,10,,"GRIESI-OLIVEIRA, KARINA ;ZACHI, ELAINE CRISTINA ;VADASZ, ESTEVÃO ;PASSOS-BUENO, MARIA RITA ;SUZUKI, ANGELA MAY ;ALVES, ALINE YASUDA ;MAFRA, ANA CAROLINA CINTRA NUNES ;YAMAMOTO, GUILHERME LOPES ;EZQUINA, SUZANA ;MAGALHÃES, YULI THAMIRES ;FORTI, FABIO LUIS ;SERTIE, ANDREA LAURATO",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",10Q23.31 MICRODUPLICATION ENCOMPASSING DECREASES MTOR SIGNALLING ACTIVITY AND IS ASSOCIATED WITH AUTOSOMAL DOMINANT PRIMARY MICROCEPHALY,2018,,10.1136/jmedgenet-2018-105471,JOURNAL OF MEDICAL GENETICS,222593,1,,1,jmedgenet-2018-105471,1,,"OLIVEIRA, DANYLLO ;ZATZ, MAYANA ;LEAL, GABRIELA FERRAZ ;SERTIÉ, ANDRÉA L ;CAIRES JR, LUIZ CARLOS ;GOULART, ERNESTO ;MUSSO, CAMILA MANSO ;OLIVEIRA, JOÃO RICARDO MENDES DE ;KREPISCHI, ANA CRISTINA VICTORINO ;VIANNA-MORGANTE, ANGELA MARIA",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",INDIVIDUAL RESPONSE TO MTOR INHIBITION IN DELAYING REPLICATIVE SENESCENCE OF MESENCHYMAL STROMAL CELLS,2019,,10.1371/journal.pone.0204784,PLoS One,19326203,14,,1,e0204784,,,"ANTONIOLI, ELIANE ;TORRES, NATÁLIA ;FERRETTI, MARIO ;PICCINATO, CARLA DE AZEVEDO ;SERTIE, ANDREA LAURATO",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",TRANSCRIPTOME OF IPSC-DERIVED NEURONAL CELLS REVEALS A MODULE OF CO-EXPRESSED GENES CONSISTENTLY ASSOCIATED WITH AUTISM SPECTRUM DISORDER,2020,,10.1038/s41380-020-0669-9,MOLECULAR PSYCHIATRY,13594184,1,,0,1,17,,"Griesi-Oliveira, K. ;SUNAGA-FRANZE, D. Y. ;BUENO, A. P. ;SEABRA, G. ;SARDINHA, L. ;COSTA, S. S. ;ROSENBERG, C. ;ZACHI, E. C. ;SERTIE, A. L. ;MARTINS-DE-SOUZA, D. ;REIS, E. M. ;FOGO, M. S. ;VOINEAGU, I. ;PASSOS-BUENO, M. R. ;PINTO, B. G. G. ;ALVES, A. Y. ;SUZUKI, A. M. ;MORALES, A. G. ;EZQUINA, S. ;SOSA, O. J. ;SUTTON, G. J.",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",COMPLEMENT SYSTEM IN BRAIN ARCHITECTURE AND NEURODEVELOPMENTAL DISORDERS,2020,,10.3389/fnins.2020.00023,Frontiers in Neuroscience,1662453X,14,,,1,14,,"MAGDALON, JULIANA ;MANSUR, FERNANDA ;TELES E SILVA, ANDRÉ LUIZ ;DE GOES, VITOR ABREU ;REINER, ORLY ;SERTIÉ, ANDRÉA LAURATO",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",DIFFERENT GENE EXPRESSION PROFILES IN IPSC-DERIVED MOTOR NEURONS FROM ALS8 PATIENTS WITH VARIABLE CLINICAL COURSES SUGGEST MITIGATING PATHWAYS FOR NEURODEGENERATION,2020,,10.1093/hmg/ddaa069,HUMAN MOLECULAR GENETICS,9646906,1,,,1,10,,"LUZ, LIVIA ;OLIVEIRA, DANYLLO ;GOULART, ERNESTO ;MELO, UIRÁ S ;VERJOVSKI-ALMEIDA, SERGIO ;MORALES-VICENTE, DAVID A ;ALVES, LUCIANA M ;ZATZ, MAYANA ;SERTIÉ, ANDREA L ;LEITE, FELIPE S ;NAVARRO, CLAUDIA ;KAID, CAROLINI ;OKAMOTO, OSWALDO K ;AMARAL, MURILO S ;ESPOSITO, JOYCE ;FIGUEIREDO, THALITA ;CAIRES, LUIZ",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",COMPLEMENT C4 IS REDUCED IN IPSC-DERIVED ASTROCYTES OF AUTISM SPECTRUM DISORDER SUBJECTS,2021,,10.3390/ijms22147579,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,14220067,22,,14,7579,,,"MANSUR, FERNANDA ;TELES E SILVA, ANDRÉ LUIZ ;GOMES, ANA KAROLYNE SANTOS ;MAGDALON, JULIANA ;DE SOUZA, JANAINA SENA ;GRIESI-OLIVEIRA, KARINA ;PASSOS-BUENO, MARIA RITA ;SERTIÉ, ANDRÉA LAURATO",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",NEUROPROGENITOR CELLS FROM PATIENTS WITH TBCK ENCEPHALOPATHY SUGGEST DEREGULATION OF EARLY SECRETORY VESICLE TRANSPORT,2022,,10.3389/fncel.2021.803302,Frontiers in Cellular Neuroscience,16625102,15,,,0/35095425,,,"MOREIRA, DANIELLE DE PAULA ;LOURENÇO, NAILA CRISTINA VILAÇA ;GRIESI-OLIVEIRA, KARINA ;ZACHI, ELAINE CRISTINA ;BERTOLA, DÉBORA ROMEO ;WEINMANN, KARINA DE SOUZA ;LIMA, MARCELO ANDRADE DE ;NADER, HELENA BONCIANI ;SERTIÉ, ANDREA LAURATO ;PASSOS-BUENO, MARIA RITA ;SUZUKI, ANGELA MAY ;SILVA, ANDRÉ LUIZ TELES E ;VARELLA-BRANCO, ELISA ;MENEGHETTI, MARIA CECÍLIA ZORÉL ;KOBAYASHI, GERSON SHIGERU ;FOGO, MARIANA ;FERRARI, MERARI DE FÁTIMA RAMIRES ;CARDOSO, RAFAELA REGINA",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",SCPMS/SCP -DRIVEN METABOLIC ALTERATIONS ARE RECAPITULATED IN SCPIPSC/SCP -DERIVED ASTROCYTES,2022,,10.1002/ana.26336,ANNALS OF NEUROLOGY,3645134,1,,1,1,,,"GHIROTTO, BRUNO ;OLIVEIRA, ANTONIO EDSON R. ;HIYANE, MEIRE I. ;CALDINI, ELIA G. ;SUSSULINI, ALESSANDRA ;NAKAYA, HELDER I. ;KOWALTOWSKI, ALICIA J. ;OLIVEIRA, ENEDINA M. L. ;ZATZ, MAYANA ;CÂMARA, NIELS O. S. ;OLIVEIRA, DANYLLO F. ;CIPELLI, MARCELLA ;BASSO, PAULO J. ;LIMA, JEAN ;BREDA, CRISTIANE N. S. ;RIBEIRO, HENRIQUE C. ;SILVA, CAMILLE C. C. ;SERTIÉ, ANDREA L.",,
,,,,1995,2000,2008.0,2010.0,13,Genética,"Sertie, AL",INTERLEUKIN-17A INDUCES NEURONAL DIFFERENTIATION OF IPSC-DERIVED NEURAL PROGENITORS FROM AUTISTIC AND CONTROL SUBJECTS,2022,,10.3389/fnins.2022.828646,Frontiers in Neuroscience,1662453X,,,,,,,"Sertie, AL",,
1987.0,1990.0,1991.0,1993.0,1993,1997,1998.0,2000.0,14,Zoologia,"MARQUES, A. C.","TEORIA INTUITIVA DOS CONJUNTOS [BOOK REVIEW OF], ABE, J.M. & PAPAVERO, N. (1992)",1993,Estados Unidos,,Systematic Biology (Philadelphia),10635157,42,3,,404,405,,"MARQUES, A. C.;CARLOS MARQUES, ANTONIO;Marques, Antonio;Marques, Antonio C.;Marques, Antonio Carlos;Marques, A;Marques, Antonio C;Marques, A.C.;MARQUES, ANTÔNIO CARLOS;MARQUES, AC",,
